experiment,step,mean_reward,loss,pg_loss,reward_std,kl_penalty,reward_quality_alignment,reward_numerical_accuracy,reward_category_match,reward_format_bonus,diagnostics_grad_norm_lora,diagnostics_grad_norm_multimodal,diagnostics_completion_mean_length
trial_probe_logging_test2,10.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,11.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,5.0
trial_probe_logging_test2,12.0,0.10000000149011612,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,15.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,5.0
trial_probe_logging_test2,17.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,18.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,19.0,0.10000000149011612,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,20.0,1.0499999523162842,-0.01923823542892933,-0.01923823542892933,0.0707106962800026,0.0,,,,0.05,0.999999463558197,0.0,8.0
trial_probe_logging_test2,23.0,0.10000000149011612,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,28.0,0.10000000149011612,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,29.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,31.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,32.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,34.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,39.0,0.10000000149011612,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,42.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,43.0,0.10000000149011612,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,44.0,0.10000000149011612,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,45.0,0.550000011920929,0.1939910352230072,0.1939910352230072,0.6363961100578308,0.0,,,,0.05,0.9999998807907104,0.0,8.0
trial_probe_logging_test2,46.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,47.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,48.0,0.05000000074505806,-0.03005523420870304,-0.03005523420870304,0.0707106813788414,0.0,,,,0.05,0.9999993443489075,0.0,8.0
trial_probe_logging_test2,49.0,0.10000000149011612,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,53.0,0.10000000149011612,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,55.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,56.0,0.05000000074505806,-0.0037353485822677612,-0.0037353485822677612,0.0707106813788414,0.0,,,,0.05,0.9999993443489075,0.0,8.0
trial_probe_logging_test2,59.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,61.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,5.0
trial_probe_logging_test2,62.0,0.10000000149011612,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,65.0,0.10000000149011612,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,67.0,0.10000000149011612,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,68.0,0.05000000074505806,0.007301142439246178,0.007301142439246178,0.0707106813788414,0.0,,,,0.05,0.999999463558197,0.0,8.0
trial_probe_logging_test2,69.0,1.0499999523162842,0.006347383372485638,0.006347383372485638,0.0707106962800026,0.0,,,,0.05,0.9999995827674866,0.0,8.0
trial_probe_logging_test2,70.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,74.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,75.0,1.0499999523162842,-0.04516594856977463,-0.04516594856977463,0.0707106962800026,0.0,,,,0.05,0.9999997019767761,0.0,8.0
trial_probe_logging_test2,77.0,0.6000000238418579,-0.26513671875,-0.26513671875,0.7071067690849304,0.0,,,,0.1,0.9999999403953552,0.0,8.0
trial_probe_logging_test2,78.0,0.10000000149011612,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,79.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,82.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,84.0,0.10000000149011612,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,85.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,86.0,1.0499999523162842,0.009891715832054615,0.009891715832054615,0.0707106962800026,0.0,,,,0.05,0.999999463558197,0.0,8.0
trial_probe_logging_test2,87.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,89.0,1.0499999523162842,-0.01851668581366539,-0.01851668581366539,0.0707106962800026,0.0,,,,0.05,0.999999463558197,0.0,8.0
trial_probe_logging_test2,90.0,0.10000000149011612,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,91.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,92.0,0.6000000238418579,0.4982909858226776,0.4982909858226776,0.7071067690849304,0.0,,,,0.1,0.9999999403953552,0.0,8.0
trial_probe_logging_test2,95.0,1.0499999523162842,-0.0625176653265953,-0.0625176653265953,0.0707106962800026,0.0,,,,0.05,0.9999997019767761,0.0,8.0
trial_probe_logging_test2,96.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,100.0,0.10000000149011612,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,103.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,104.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,5.0
trial_probe_logging_test2,105.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,5.0
trial_probe_logging_test2,107.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,109.0,0.05000000074505806,0.04863284155726433,0.04863284155726433,0.0707106813788414,0.0,,,,0.05,0.9999995827674866,0.0,8.0
trial_probe_logging_test2,110.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,20.0
trial_probe_logging_test2,113.0,0.550000011920929,-0.4604240655899048,-0.4604240655899048,0.6363961100578308,0.0,,,,0.05,0.9999999403953552,0.0,90.0
trial_probe_logging_test2,119.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,120.0,0.10000000149011612,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,121.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,122.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,123.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,124.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,125.0,1.0499999523162842,-0.002929653972387314,-0.002929653972387314,0.0707106962800026,0.0,,,,0.05,0.9999995231628418,0.0,8.0
trial_probe_logging_test2,128.0,0.10000000149011612,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,134.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,136.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,137.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,138.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,141.0,1.0499999523162842,-0.037070177495479584,-0.037070177495479584,0.0707106962800026,0.0,,,,0.05,0.9999997019767761,0.0,8.0
trial_probe_logging_test2,143.0,0.10000000149011612,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,144.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,146.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,148.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,150.0,0.10000000149011612,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,151.0,0.10000000149011612,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,154.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,156.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,158.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,160.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,162.0,1.0499999523162842,-0.008760413154959679,-0.008760413154959679,0.0707106962800026,0.0,,,,0.05,0.9999995231628418,0.0,8.0
trial_probe_logging_test2,163.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,164.0,1.0499999523162842,0.01884770579636097,0.01884770579636097,0.0707106962800026,0.0,,,,0.05,0.9999995827674866,0.0,8.0
trial_probe_logging_test2,167.0,0.10000000149011612,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,168.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,170.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,171.0,0.10000000149011612,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,172.0,0.10000000149011612,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,173.0,0.6000000238418579,-0.23272705078125,-0.23272705078125,0.7071067690849304,0.0,,,,0.1,0.9999998807907104,0.0,8.0
trial_probe_logging_test2,175.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,177.0,0.10000000149011612,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,178.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,181.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,183.0,0.10000000149011612,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,186.0,0.10000000149011612,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,187.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,189.0,0.10000000149011612,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,190.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,191.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,194.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,195.0,1.0499999523162842,-0.014619349502027035,-0.014619349502027035,0.0707106962800026,0.0,,,,0.05,0.9999995231628418,0.0,8.0
trial_probe_logging_test2,196.0,0.10000000149011612,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,199.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,202.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,203.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,204.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,206.0,0.10000000149011612,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,207.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,208.0,1.0499999523162842,-0.04384876415133476,-0.04384876415133476,0.0707106962800026,0.0,,,,0.05,0.9999995231628418,0.0,8.0
trial_probe_logging_test2,209.0,0.10000000149011612,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,210.0,0.10000000149011612,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,213.0,0.10000000149011612,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,214.0,0.10000000149011612,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,215.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,216.0,0.10000000149011612,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,218.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,219.0,0.10000000149011612,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,220.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,221.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,222.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,223.0,0.550000011920929,-0.9173828363418579,-0.9173828363418579,0.7778174877166748,0.0,,,,0.05,0.9999999403953552,0.0,8.0
trial_probe_logging_test2,226.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,227.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,229.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,231.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,232.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,233.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,234.0,0.6000000238418579,-0.099365234375,-0.099365234375,0.7071067690849304,0.0,,,,0.1,0.9999999403953552,0.0,8.0
trial_probe_logging_test2,235.0,0.10000000149011612,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,236.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,237.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,239.0,0.10000000149011612,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,241.0,0.10000000149011612,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,242.0,0.10000000149011612,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,243.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,245.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,248.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,249.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,250.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,252.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,253.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,254.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,259.0,0.6000000238418579,-0.4472649097442627,-0.4472649097442627,0.7071067690849304,0.0,,,,0.1,0.9999999403953552,0.0,8.0
trial_probe_logging_test2,260.0,0.10000000149011612,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,261.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,262.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,263.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,265.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,266.0,0.10000000149011612,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,268.0,0.10000000149011612,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,270.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,271.0,0.10000000149011612,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,272.0,0.10000000149011612,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,273.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,274.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,275.0,0.10000000149011612,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,277.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,280.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,282.0,0.10000000149011612,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,283.0,0.10000000149011612,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,284.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,286.0,0.10000000149011612,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,287.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,291.0,0.6000000238418579,-0.03656005859375,-0.03656005859375,0.7071067690849304,0.0,,,,0.1,0.9999998807907104,0.0,8.0
trial_probe_logging_test2,292.0,0.10000000149011612,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,293.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,294.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,295.0,0.10000000149011612,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,301.0,0.10000000149011612,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,303.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,304.0,0.6000000238418579,-0.25158944725990295,-0.25158944725990295,0.7071067690849304,0.0,,,,0.1,0.9999999403953552,0.0,8.0
trial_probe_logging_test2,305.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,311.0,0.10000000149011612,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,312.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,17.0
trial_probe_logging_test2,314.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,315.0,0.10000000149011612,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,317.0,1.0499999523162842,-0.09799056500196457,-0.09799056500196457,0.0707106962800026,0.0,,,,0.05,0.9999998211860657,0.0,17.0
trial_probe_logging_test2,318.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,319.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,321.0,0.10000000149011612,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,322.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,323.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,324.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,325.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,326.0,1.100000023841858,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,327.0,0.10000000149011612,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,328.0,0.10000000149011612,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,331.0,0.10000000149011612,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
trial_probe_logging_test2,332.0,0.10000000149011612,0.0,0.0,0.0,0.0,,,,0.1,0.0,0.0,8.0
