experiment,_step,loss,reward_category_match,reward_quality_alignment,reward_std,wandb_id
grpo_structure_mlp_sft_optimized,5,-2.1172413577267433,0.011249999999999996,0.295,0.14592916034162046,jjy17yj4
grpo_structure_mlp_sft_optimized,10,-2.0194894671440125,0.01125,0.30999999999999994,0.12678614873439073,jjy17yj4
grpo_structure_mlp_sft_optimized,15,-1.4987555384635924,0.018749999999999996,0.31000000000000005,0.15035290382802485,jjy17yj4
grpo_structure_mlp_sft_optimized,20,-1.8197175204753875,0.0215625,0.31750000000000006,0.15474206060171128,jjy17yj4
grpo_structure_mlp_sft_optimized,25,-1.3125589847564698,0.021562499999999995,0.31687499999999996,0.1605899067595601,jjy17yj4
grpo_structure_mlp_sft_optimized,30,-1.6144431501626968,0.019687499999999997,0.31062500000000004,0.16657460629940032,jjy17yj4
grpo_structure_mlp_sft_optimized,35,-0.8559405609965325,0.024375,0.3375,0.14251029379665853,jjy17yj4
grpo_structure_mlp_sft_optimized,40,-1.2822704195976258,0.019687499999999997,0.3225,0.13433453738689421,jjy17yj4
grpo_structure_mlp_sft_optimized,45,-1.1700983613729476,0.014999999999999996,0.31625000000000003,0.1451695676892996,jjy17yj4
grpo_structure_mlp_sft_optimized,50,-0.5011381834745408,0.022499999999999996,0.33187500000000003,0.1382354784756899,jjy17yj4
trial_structure_mlp_review,1,2.8170151710510254,0,0,0.053452249616384506,6kcscpbn
trial_structure_mlp_review,2,9.44474983215332,0.0375,0.1,0.26692694425582886,6kcscpbn
trial_structure_mlp_review,3,0.29572826623916626,0,0.05,0.13562028110027313,6kcscpbn
trial_structure_mlp_review,4,13.320959091186523,0.0375,0.15000000000000002,0.28273066878318787,6kcscpbn
trial_structure_mlp_review,5,5.209475517272949,0,0.1,0.19955307245254517,6kcscpbn
trial_structure_mlp_review,6,1.5267982482910156,0,0.1,0.18516401946544647,6kcscpbn
trial_structure_mlp_review,7,6.262699604034424,0,0.1,0.20528726279735565,6kcscpbn
trial_structure_mlp_review,8,5.204478740692139,0,0.07500000000000001,0.1414213627576828,6kcscpbn
trial_structure_mlp_review,9,3.8408076763153076,0,0.05,0.16903084516525269,6kcscpbn
trial_structure_mlp_review,10,1.969072699546814,0,0.15000000000000002,0.18077215552330017,6kcscpbn
trial_structure_mlp_review,11,5.563930511474609,0,0.05,0.11649647355079651,6kcscpbn
trial_structure_mlp_review,12,1.4434547424316406,0,0.2,0.19086270034313202,6kcscpbn
trial_structure_mlp_review,13,9.134725570678711,0,0.15000000000000002,0.20701968669891357,6kcscpbn
trial_structure_mlp_review,14,1.0104557275772095,0,0,0.053452249616384506,6kcscpbn
trial_structure_mlp_review,15,0.23305189609527588,0,0.1,0.20528726279735565,6kcscpbn
trial_structure_mlp_review,16,19.069204330444336,0.11249999999999999,0.15000000000000002,0.3535533845424652,6kcscpbn
trial_structure_mlp_review,17,0.15835922956466675,0,0.25,0.1752549111843109,6kcscpbn
trial_structure_mlp_review,18,10.179121017456055,0,0.15000000000000002,0.19955307245254517,6kcscpbn
trial_structure_mlp_review,19,6.741976737976074,0,0.15000000000000002,0.21876275539398193,6kcscpbn
trial_structure_mlp_review,20,6.101480484008789,0,0.15000000000000002,0.19086270034313202,6kcscpbn
trial_structure_mlp_review,21,6.385547161102295,0,0.15000000000000002,0.19086270034313202,6kcscpbn
trial_structure_mlp_review,22,6.481025695800781,0,0.05,0.1414213478565216,6kcscpbn
trial_structure_mlp_review,23,0,0,0,0,6kcscpbn
trial_structure_mlp_review,24,0.03955841064453125,0,0.1,0.1752549111843109,6kcscpbn
trial_structure_mlp_review,25,4.64350700378418,0,0.1,0.20528726279735565,6kcscpbn
trial_structure_mlp_review,26,1.476471185684204,0,0.1,0.16850179433822632,6kcscpbn
trial_structure_mlp_review,27,2.8382949829101562,0,0.025,0.07559289783239365,6kcscpbn
trial_structure_mlp_review,28,8.78298282623291,0,0.1,0.18077215552330017,6kcscpbn
trial_structure_mlp_review,29,0.732702374458313,0,0,0.0353553369641304,6kcscpbn
trial_structure_mlp_review,30,8.749696731567383,0.0375,0.1,0.2828426957130432,6kcscpbn
trial_structure_mlp_review,31,4.773342609405518,0,0.1,0.18077215552330017,6kcscpbn
trial_structure_mlp_review,32,8.643447875976562,0.0375,0.15000000000000002,0.2587745785713196,6kcscpbn
trial_structure_mlp_review,33,2.198585271835327,0,0.1,0.16850179433822632,6kcscpbn
trial_structure_mlp_review,34,9.277376174926758,0,0.125,0.18516401946544647,6kcscpbn
trial_structure_mlp_review,35,5.214889049530029,0,0.1,0.18077215552330017,6kcscpbn
trial_structure_mlp_review,36,0,0,0,0,6kcscpbn
trial_structure_mlp_review,37,11.135955810546875,0.0375,0.15000000000000002,0.28784918785095215,6kcscpbn
trial_structure_mlp_review,38,0,0,0.2,0.21380899846553802,6kcscpbn
trial_structure_mlp_review,39,1.729463815689087,0,0.025,0.0707106739282608,6kcscpbn
trial_structure_mlp_review,40,9.652141571044922,0.0375,0.1,0.26692694425582886,6kcscpbn
trial_structure_mlp_review,41,1.676957607269287,0,0.025,0.0707106739282608,6kcscpbn
trial_structure_mlp_review,42,3.9142847061157227,0.0375,0.05,0.24164614081382751,6kcscpbn
trial_structure_mlp_review,43,4.6254730224609375,0,0.05,0.13562028110027313,6kcscpbn
trial_structure_mlp_review,44,5.536066055297852,0,0.1,0.20528726279735565,6kcscpbn
trial_structure_mlp_review,45,-0.4437210261821747,0,0.1,0.1752549111843109,6kcscpbn
trial_structure_mlp_review,46,5.707820892333984,0,0.15000000000000002,0.19086270034313202,6kcscpbn
trial_structure_mlp_review,47,12.20635986328125,0,0.15000000000000002,0.20701968669891357,6kcscpbn
trial_structure_mlp_review,48,9.114781379699707,0,0.1,0.18516401946544647,6kcscpbn
trial_structure_mlp_review,49,0.5715287327766418,0,0.025,0.07440238445997238,6kcscpbn
trial_structure_mlp_review,50,7.520673751831055,0,0.125,0.18322508037090302,6kcscpbn
trial_structure_mlp_review,51,10.941546440124512,0.0375,0.05,0.2474873661994934,6kcscpbn
trial_structure_mlp_review,52,4.202688694000244,0,0.05,0.14078859984874725,6kcscpbn
trial_structure_mlp_review,53,6.488348007202148,0,0.15000000000000002,0.22677868604660034,6kcscpbn
trial_structure_mlp_review,54,5.946781158447266,0,0.1,0.1752549111843109,6kcscpbn
trial_structure_mlp_review,55,9.633478164672852,0.0375,0.25,0.2587745785713196,6kcscpbn
trial_structure_mlp_review,56,8.441621780395508,0.0375,0.1,0.2828427255153656,6kcscpbn
trial_structure_mlp_review,57,8.138527870178223,0.0375,0.1,0.26692694425582886,6kcscpbn
trial_structure_mlp_review,58,8.051716804504395,0.0375,0.125,0.2474873661994934,6kcscpbn
trial_structure_mlp_review,59,6.862414360046387,0,0.1,0.18077215552330017,6kcscpbn
trial_structure_mlp_review,60,10.232282638549805,0.0375,0.25,0.2587745785713196,6kcscpbn
trial_structure_mlp_review,61,6.050183296203613,0,0.2,0.20658792555332184,6kcscpbn
trial_structure_mlp_review,62,0,0,0,0,6kcscpbn
trial_structure_mlp_review,63,2.2859320640563965,0,0.05,0.1414213478565216,6kcscpbn
trial_structure_mlp_review,64,8.756013870239258,0,0.1,0.1752549111843109,6kcscpbn
trial_structure_mlp_review,65,10.188324928283691,0.0375,0.15000000000000002,0.2295181155204773,6kcscpbn
trial_structure_mlp_review,66,9.216156005859375,0.075,0.125,0.30908849835395813,6kcscpbn
trial_structure_mlp_review,67,0,0,0,0,6kcscpbn
trial_structure_mlp_review,68,6.257824897766113,0,0.1,0.18516401946544647,6kcscpbn
trial_structure_mlp_review,69,0,0,0,0,6kcscpbn
trial_structure_mlp_review,70,0.12334680557250977,0,0.05,0.13093073666095734,6kcscpbn
trial_structure_mlp_review,71,1.136751651763916,0,0.05,0.1414213478565216,6kcscpbn
trial_structure_mlp_review,72,8.377216339111328,0.0375,0.05,0.2474873661994934,6kcscpbn
trial_structure_mlp_review,73,3.165219783782959,0,0.025,0.07440238445997238,6kcscpbn
trial_structure_mlp_review,74,16.964065551757812,0.075,0.15000000000000002,0.3284575343132019,6kcscpbn
trial_structure_mlp_review,75,9.18172836303711,0.0375,0.1,0.2828426957130432,6kcscpbn
trial_structure_mlp_review,76,-0.017050519585609436,0,0.07500000000000001,0.09910313040018082,6kcscpbn
trial_structure_mlp_review,77,13.930583953857422,0.0375,0.2,0.2828426957130432,6kcscpbn
trial_structure_mlp_review,78,13.094877243041992,0.075,0.15000000000000002,0.32403701543807983,6kcscpbn
trial_structure_mlp_review,79,3.868041753768921,0,0.05,0.1414213478565216,6kcscpbn
trial_structure_mlp_review,80,7.46082067489624,0.0375,0.07500000000000001,0.21001701056957245,6kcscpbn
trial_structure_mlp_review,81,0,0,0,0,6kcscpbn
trial_structure_mlp_review,82,4.9970526695251465,0,0.07500000000000001,0.14577379822731018,6kcscpbn
trial_structure_mlp_review,83,5.9125657081604,0,0.25,0.219983771443367,6kcscpbn
trial_structure_mlp_review,84,2.937133312225342,0,0.05,0.1414213478565216,6kcscpbn
trial_structure_mlp_review,85,4.587897777557373,0,0.2,0.20310094952583313,6kcscpbn
trial_structure_mlp_review,86,0,0,0,0,6kcscpbn
trial_structure_mlp_review,87,1.23543381690979,0,0.1,0.18077215552330017,6kcscpbn
trial_structure_mlp_review,88,9.269495010375977,0.0375,0.15000000000000002,0.2748376131057739,6kcscpbn
trial_structure_mlp_review,89,5.79081916809082,0,0.25,0.20701967179775238,6kcscpbn
trial_structure_mlp_review,90,1.016958236694336,0,0,0.04629100486636162,6kcscpbn
trial_structure_mlp_review,91,5.075883388519287,0,0.1,0.18077215552330017,6kcscpbn
trial_structure_mlp_review,92,0.2115865796804428,0,0,0.051754917949438095,6kcscpbn
trial_structure_mlp_review,93,8.352396965026855,0.0375,0.1,0.26692694425582886,6kcscpbn
trial_structure_mlp_review,94,2.6728508472442627,0,0.025,0.07440238445997238,6kcscpbn
trial_structure_mlp_review,95,9.736472129821777,0.0375,0.2,0.2722262740135193,6kcscpbn
trial_structure_mlp_review,96,12.75041389465332,0.0375,0.2,0.2722262740135193,6kcscpbn
trial_structure_mlp_review,97,9.466836929321289,0,0.1,0.18516401946544647,6kcscpbn
trial_structure_mlp_review,98,7.2386860847473145,0.0375,0.2,0.2722262740135193,6kcscpbn
trial_structure_mlp_review,99,11.904851913452148,0.0375,0.2,0.2828426957130432,6kcscpbn
trial_structure_mlp_review,100,3.2443881034851074,0,0.07500000000000001,0.1414213627576828,6kcscpbn
trial_structure_mlp_review,101,5.52626371383667,0.0375,0.2,0.2722262740135193,6kcscpbn
trial_structure_mlp_review,102,2.913093090057373,0,0.1,0.18516401946544647,6kcscpbn
trial_structure_mlp_review,103,3.3435182571411133,0,0.2,0.21380899846553802,6kcscpbn
trial_structure_mlp_review,104,0.3314807713031769,0,0.25,0.1922609955072403,6kcscpbn
trial_structure_mlp_review,105,8.057559967041016,0.0375,0.2,0.2828426957130432,6kcscpbn
trial_structure_mlp_review,106,6.785970687866211,0.0375,0.15000000000000002,0.2748376131057739,6kcscpbn
trial_structure_mlp_review,107,2.638092517852783,0,0.05,0.09258200973272324,6kcscpbn
trial_structure_mlp_review,108,7.6611433029174805,0.0375,0.125,0.2386719137430191,6kcscpbn
trial_structure_mlp_review,109,6.3425798416137695,0,0.1,0.18516401946544647,6kcscpbn
trial_structure_mlp_review,110,2.1796655654907227,0.0375,0.1,0.26692694425582886,6kcscpbn
trial_structure_mlp_review,111,2.4775350093841553,0,0.07500000000000001,0.17728105187416077,6kcscpbn
trial_structure_mlp_review,112,8.33393669128418,0.0375,0.1,0.24458418786525726,6kcscpbn
trial_structure_mlp_review,113,6.141554355621338,0.0375,0.25,0.2587745785713196,6kcscpbn
trial_structure_mlp_review,114,8.000898361206055,0.0375,0.07500000000000001,0.21001701056957245,6kcscpbn
trial_structure_mlp_review,115,3.8865761756896973,0,0.05,0.09258200973272324,6kcscpbn
trial_structure_mlp_review,116,11.858782768249512,0.0375,0.15000000000000002,0.2748376131057739,6kcscpbn
trial_structure_mlp_review,117,3.8167314529418945,0,0.2,0.21380899846553802,6kcscpbn
trial_structure_mlp_review,118,8.058417320251465,0.0375,0.15,0.2531938850879669,6kcscpbn
trial_structure_mlp_review,119,1.3482098579406738,0,0.3,0.18516401946544647,6kcscpbn
trial_structure_mlp_review,120,4.826305389404297,0,0.1,0.18516401946544647,6kcscpbn
trial_structure_mlp_review,121,3.1753859519958496,0,0.25,0.20701967179775238,6kcscpbn
trial_structure_mlp_review,122,5.090134620666504,0,0.1,0.18516401946544647,6kcscpbn
trial_structure_mlp_review,123,7.135288715362549,0,0.1,0.1511857956647873,6kcscpbn
trial_structure_mlp_review,124,12.077535629272461,0.075,0.15000000000000002,0.32403701543807983,6kcscpbn
trial_structure_mlp_review,125,7.757782459259033,0,0.15000000000000002,0.20701968669891357,6kcscpbn
trial_structure_mlp_review,126,9.854324340820312,0.0375,0.15000000000000002,0.2531938850879669,6kcscpbn
trial_structure_mlp_review,127,10.937607765197754,0.0375,0.2,0.2722262740135193,6kcscpbn
trial_structure_mlp_review,128,5.772019386291504,0,0.15000000000000002,0.19955307245254517,6kcscpbn
trial_structure_mlp_review,130,0.7990159392356873,0,0.025,0.0707106739282608,6kcscpbn
trial_structure_mlp_review,131,1.298452615737915,0,0.025,0.0707106739282608,6kcscpbn
trial_structure_mlp_review,132,4.09846305847168,0,0.15000000000000002,0.20701968669891357,6kcscpbn
trial_structure_mlp_review,133,6.054113388061523,0,0.07500000000000001,0.14880476891994476,6kcscpbn
trial_structure_mlp_review,134,5.56433629989624,0,0.15000000000000002,0.20701968669891357,6kcscpbn
trial_structure_mlp_review,135,1.0793812274932861,0.0375,0.175,0.2642374634742737,6kcscpbn
trial_structure_mlp_review,136,7.773697853088379,0,0.07500000000000001,0.14880476891994476,6kcscpbn
trial_structure_mlp_review,137,3.2373666763305664,0.0375,0.15000000000000002,0.20310096442699432,6kcscpbn
trial_structure_mlp_review,138,12.526321411132812,0.0375,0.2,0.2722262740135193,6kcscpbn
trial_structure_mlp_review,139,8.508810043334961,0,0.1,0.18516401946544647,6kcscpbn
trial_structure_mlp_review,140,5.5965189933776855,0.11249999999999999,0.35,0.2386719137430191,6kcscpbn
trial_structure_mlp_review,141,6.636682510375977,0,0.15000000000000002,0.20701968669891357,6kcscpbn
trial_structure_mlp_review,142,6.756427764892578,0.0375,0.15000000000000002,0.2785933315753937,6kcscpbn
trial_structure_mlp_review,143,13.752180099487305,0.075,0.15000000000000002,0.32403701543807983,6kcscpbn
trial_structure_mlp_review,144,7.106471061706543,0,0.1,0.1511857956647873,6kcscpbn
trial_structure_mlp_review,145,7.055813312530518,0.075,0.1,0.32403701543807983,6kcscpbn
trial_structure_mlp_review,146,6.130603790283203,0.11249999999999999,0.3,0.29001232981681824,6kcscpbn
trial_structure_mlp_review,147,0.22799324989318848,0.11249999999999999,0.39999999999999997,0.155264750123024,6kcscpbn
trial_structure_mlp_review,148,6.778944969177246,0.0375,0.1,0.1767766922712326,6kcscpbn
trial_structure_mlp_review,149,9.656292915344238,0,0.3,0.18516401946544647,6kcscpbn
trial_structure_mlp_review,150,7.977133750915527,0,0.17500000000000002,0.19820624589920044,6kcscpbn
trial_structure_mlp_review,151,7.931985378265381,0,0.1,0.18516401946544647,6kcscpbn
trial_structure_mlp_review,152,7.243529319763184,0.0375,0.1,0.1767766922712326,6kcscpbn
trial_structure_mlp_review,153,1.5507967472076416,0,0.05,0.09258200973272324,6kcscpbn
trial_structure_mlp_review,154,2.052638292312622,0,0.2,0.20310094952583313,6kcscpbn
trial_structure_mlp_review,155,1.5654635429382324,0,0.175,0.16690459847450256,6kcscpbn
trial_structure_mlp_review,156,4.663491725921631,0.075,0.3,0.26592156291007996,6kcscpbn
trial_structure_mlp_review,157,1.3670903444290161,0.11249999999999999,0.125,0.25599944591522217,6kcscpbn
trial_structure_mlp_review,158,5.094052314758301,0,0.1,0.18516401946544647,6kcscpbn
trial_structure_mlp_review,159,14.234148979187012,0.075,0.15000000000000002,0.32403701543807983,6kcscpbn
trial_structure_mlp_review,160,12.876358985900879,0.15,0.25,0.3464101552963257,6kcscpbn
trial_structure_mlp_review,161,7.153650760650635,0.11249999999999999,0.25,0.32486259937286377,6kcscpbn
trial_structure_mlp_review,162,4.2797417640686035,0,0.05,0.1414213478565216,6kcscpbn
trial_structure_mlp_review,163,3.7188544273376465,0,0.15000000000000002,0.20701967179775238,6kcscpbn
trial_structure_mlp_review,164,9.77787971496582,0,0.15000000000000002,0.20701968669891357,6kcscpbn
trial_structure_mlp_review,165,8.286728858947754,0.0375,0.1,0.26692694425582886,6kcscpbn
trial_structure_mlp_review,166,11.5194091796875,0.075,0.25,0.2964070439338684,6kcscpbn
trial_structure_mlp_review,167,7.272978782653809,0.075,0.15000000000000002,0.32403701543807983,6kcscpbn
trial_structure_mlp_review,168,2.742687702178955,0.0375,0.2,0.2722262740135193,6kcscpbn
trial_structure_mlp_review,170,5.716697692871094,0.11249999999999999,0.2,0.3482097089290619,6kcscpbn
trial_structure_mlp_review,171,2.787280321121216,0.0375,0.15000000000000002,0.2748376131057739,6kcscpbn
trial_structure_mlp_review,172,9.419902801513672,0,0.25,0.2314550280570984,6kcscpbn
trial_structure_mlp_review,173,8.258474349975586,0.0375,0.2,0.2722262740135193,6kcscpbn
trial_structure_mlp_review,174,9.597086906433105,0.0375,0.15000000000000002,0.28784918785095215,6kcscpbn
trial_structure_mlp_review,175,-0.2532966136932373,0.11249999999999999,0.27499999999999997,0.27998724579811096,6kcscpbn
trial_structure_mlp_review,176,10.07580280303955,0,0.15000000000000002,0.20701968669891357,6kcscpbn
trial_structure_mlp_review,177,4.819870948791504,0.0375,0.07500000000000001,0.18077215552330017,6kcscpbn
trial_structure_mlp_review,178,8.356712341308594,0.075,0.2,0.31509634852409363,6kcscpbn
trial_structure_mlp_review,179,1.9993531703948975,0.0375,0.2,0.18468119204044342,6kcscpbn
trial_structure_mlp_review,180,7.2829484939575195,0.0375,0.125,0.24348658323287964,6kcscpbn
trial_structure_mlp_review,181,1.3436975479125977,0,0.22499999999999998,0.16690459847450256,6kcscpbn
trial_structure_mlp_review,182,11.484411239624023,0,0.2,0.21380899846553802,6kcscpbn
trial_structure_mlp_review,183,3.8874948024749756,0,0.25,0.20701968669891357,6kcscpbn
trial_structure_mlp_review,184,4.0719122886657715,0.0375,0.125,0.2386719137430191,6kcscpbn
trial_structure_mlp_review,185,3.3681228160858154,0.075,0.3,0.26592159271240234,6kcscpbn
trial_structure_mlp_review,186,4.029152870178223,0.075,0.15000000000000002,0.3419661223888397,6kcscpbn
trial_structure_mlp_review,187,6.176999092102051,0.075,0.2,0.26592156291007996,6kcscpbn
trial_structure_mlp_review,188,4.155808448791504,0,0.2,0.21380899846553802,6kcscpbn
trial_structure_mlp_review,189,5.4535298347473145,0.075,0.1,0.32403701543807983,6kcscpbn
trial_structure_mlp_review,190,4.484830856323242,0,0.25,0.219983771443367,6kcscpbn
trial_structure_mlp_review,191,7.441158294677734,0.075,0.3,0.26592159271240234,6kcscpbn
trial_structure_mlp_review,192,5.796784400939941,0.11249999999999999,0.3,0.29001232981681824,6kcscpbn
trial_structure_mlp_review,193,7.8299360275268555,0.0375,0.25,0.2801801860332489,6kcscpbn
trial_structure_mlp_review,194,13.074178695678711,0.0375,0.15000000000000002,0.2748376131057739,6kcscpbn
trial_structure_mlp_review,195,3.406153678894043,0.0375,0.35,0.2704647183418274,6kcscpbn
trial_structure_mlp_review,196,-1.0080509185791016,0.1875,0.39999999999999997,0.1552647352218628,6kcscpbn
trial_structure_mlp_review,197,1.7311326265335083,0.0375,0.27499999999999997,0.21001701056957245,6kcscpbn
trial_structure_mlp_review,198,5.721288681030273,0.075,0.3,0.26592159271240234,6kcscpbn
trial_structure_mlp_review,199,1.81675124168396,0.075,0.25,0.2964070439338684,6kcscpbn
trial_structure_mlp_review,200,2.4472718238830566,0.0375,0.07500000000000001,0.2474873661994934,6kcscpbn
trial_structure_mlp_review,201,4.426745414733887,0,0.35,0.1414213478565216,6kcscpbn
trial_structure_mlp_review,202,-1.5446569919586182,0.11249999999999999,0.3,0.29001232981681824,6kcscpbn
trial_structure_mlp_review,203,6.285976886749268,0,0.1,0.1511857956647873,6kcscpbn
trial_structure_mlp_review,204,0.20304334163665771,0.0375,0.27499999999999997,0.21001701056957245,6kcscpbn
trial_structure_mlp_review,205,3.1531693935394287,0.0375,0.25,0.2587745785713196,6kcscpbn
trial_structure_mlp_review,206,8.09738540649414,0.0375,0.25,0.2587745785713196,6kcscpbn
trial_structure_mlp_review,207,5.412662506103516,0.0375,0.3,0.23260943591594696,6kcscpbn
trial_structure_mlp_review,208,4.621003150939941,0.075,0.19999999999999998,0.24348656833171844,6kcscpbn
trial_structure_mlp_review,209,2.7811977863311768,0.0375,0.25,0.26726123690605164,6kcscpbn
trial_structure_mlp_review,210,5.940605163574219,0.075,0.22499999999999998,0.24494898319244385,6kcscpbn
trial_structure_mlp_review,211,0,0,0.1,0.10690449923276901,6kcscpbn
trial_structure_mlp_review,212,5.424900054931641,0,0.125,0.14880476891994476,6kcscpbn
trial_structure_mlp_review,213,6.241519927978516,0,0.2,0.18516401946544647,6kcscpbn
trial_structure_mlp_review,214,3.345834493637085,0,0.25,0.20701968669891357,6kcscpbn
trial_structure_mlp_review,215,4.33084774017334,0.075,0.3,0.2695896327495575,6kcscpbn
trial_structure_mlp_review,216,6.801462650299072,0.0375,0.3,0.23904570937156677,6kcscpbn
trial_structure_mlp_review,217,8.873985290527344,0.075,0.25,0.2964070439338684,6kcscpbn
trial_structure_mlp_review,218,2.62286114692688,0,0.2,0.1511857956647873,6kcscpbn
trial_structure_mlp_review,219,-1.9361376762390137,0.0375,0.3,0.1767767071723938,6kcscpbn
trial_structure_mlp_review,220,1.7999582290649414,0.0375,0.25,0.2587745785713196,6kcscpbn
trial_structure_mlp_review,221,3.937732219696045,0.0375,0.175,0.25495100021362305,6kcscpbn
trial_structure_mlp_review,222,2.1334991455078125,0,0.35,0.1505940556526184,6kcscpbn
trial_structure_mlp_review,223,3.428589344024658,0.0375,0.25,0.26726123690605164,6kcscpbn
trial_structure_mlp_review,224,3.708142042160034,0.0375,0.225,0.23260943591594696,6kcscpbn
trial_structure_mlp_review,225,5.5204644203186035,0.15,0.22499999999999998,0.310529500246048,6kcscpbn
trial_structure_mlp_review,226,3.9076569080352783,0,0.35,0.1414213478565216,6kcscpbn
trial_structure_mlp_review,227,4.918921947479248,0.075,0.275,0.16903084516525269,6kcscpbn
trial_structure_mlp_review,228,-0.5430526733398438,0.11249999999999999,0.35,0.2386719137430191,6kcscpbn
trial_structure_mlp_review,229,4.91310977935791,0,0.2,0.19873861968517303,6kcscpbn
trial_structure_mlp_review,230,0.8463686108589172,0.0375,0.27499999999999997,0.21001701056957245,6kcscpbn
trial_structure_mlp_review,231,2.8372905254364014,0.075,0.35,0.21876274049282074,6kcscpbn
trial_structure_mlp_review,232,9.051580429077148,0.075,0.25,0.2964070439338684,6kcscpbn
trial_structure_mlp_review,233,7.955968856811523,0.15,0.2,0.37416574358940125,6kcscpbn
trial_structure_mlp_review,234,1.74088716506958,0,0.35,0.1414213478565216,6kcscpbn
trial_structure_mlp_review,235,13.353800773620605,0.075,0.2,0.2961091995239258,6kcscpbn
trial_structure_mlp_review,236,2.962787628173828,0.0375,0.35,0.19468285143375397,6kcscpbn
trial_structure_mlp_review,237,4.868302345275879,0.11249999999999999,0.22499999999999998,0.2825268805027008,6kcscpbn
trial_structure_mlp_review,238,0,0,0.39999999999999997,0,6kcscpbn
trial_structure_mlp_review,239,6.939457416534424,0.0375,0.15000000000000002,0.21671244502067566,6kcscpbn
trial_structure_mlp_review,240,3.4311728477478027,0.0375,0.22499999999999998,0.2314550280570984,6kcscpbn
trial_structure_mlp_review,241,6.320923328399658,0.075,0.3,0.26592159271240234,6kcscpbn
trial_structure_mlp_review,242,1.1753406524658203,0.11249999999999999,0.25,0.25599944591522217,6kcscpbn
trial_structure_mlp_review,243,2.283125400543213,0.075,0.15,0.21876275539398193,6kcscpbn
trial_structure_mlp_review,244,0.5665359497070312,0.11249999999999999,0.3,0.29001232981681824,6kcscpbn
trial_structure_mlp_review,245,-1.0118470191955566,0.075,0.35,0.21876274049282074,6kcscpbn
trial_structure_mlp_review,246,-0.728095293045044,0.15,0.27499999999999997,0.14880476891994476,6kcscpbn
